ID,Group Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,URL,Message,unicode,Translation,remark,cdm
p20210208_20210214_0114,လယ်ထွန်စက်ဝါသနာအိုးများစုဝေးရာနယ်မြေ,,1813231355602221,48353,2021-02-13 21:01:08 MMT,Status,352,6,50,2,0,2,0,0,0,https://www.facebook.com/groups/1813231355602221/permalink/2896030557322290,,,#VALUE!,,
p20210208_20210214_0115,စိုက်ပျိုးရေး နည်းပညာစနစ်သစ် အတွေကြုံ များမျှဝေနိုင်,,1628446194055226,292387,2021-02-08 09:50:28 MMT,Photo,958,114,468,5,8,8,2,19,1,https://www.facebook.com/groups/1628446194055226/permalink/2935199590046540,,,#VALUE!,content not available,
p20210208_20210214_0116,စိုက်ပျိုးရေးအသိပညာ မျှဝေရေး,,198033530405948,97278,2021-02-11 19:30:31 MMT,Link,298,14,65,1,2,4,0,0,0,https://www.facebook.com/groups/198033530405948/permalink/1520735734802381,,,#VALUE!,,
p20210208_20210214_0117,လယ်ထွန်စက်ဝါသနာအိုးများစုဝေးရာနယ်မြေ,,1813231355602221,48327,2021-02-11 16:01:29 MMT,Link,402,8,59,4,0,1,0,0,2,https://www.facebook.com/groups/1813231355602221/permalink/2894492667476079,,,#VALUE!,,
p20210208_20210214_0118,ထွန်စက်သမားများ ဆုံစည်းရာ,,615264345684951,75394,2021-02-11 19:13:21 MMT,Photo,1286,41,188,44,0,1,1,0,4,https://www.facebook.com/groups/615264345684951/permalink/847599209118129,နီးနီးနားနားကဆို လိုက္​ခ်င္​စမ္​းပါဘိ,နီးနီးနားနားကဆို လိုက္​ခ်င္​စမ္​းပါဘိ,It 's a good idea to say that,,
p20210208_20210214_0119,ပိန်းပန်းစိုက်ပျိုးကြသူများ နှင့် သစ်ခွပန်းမျိုးစုံ,,199171594156546,54126,2021-02-14 12:21:00 MMT,Photo,1238,174,24,181,5,0,0,1,8,https://www.facebook.com/groups/199171594156546/permalink/913956706011361,2အိုးကနေ ပွားထားလိုက်တာ အများကြီးဖြစ်သွားပြီလေ သူတို့လေးတွေ သန်မာလာကြပြီ🥰🥰🥰,2အိုးကနေ ပွားထားလိုက်တာ အများကြီးဖြစ်သွားပြီလေ သူတို့လေးတွေ သန်မာလာကြပြီ🥰🥰🥰,2 The pot is a lot of jumping from the pots and they have become strong 🥰🥰🥰,,
p20210208_20210214_0120,ခတျေမီ စိုကျပြိုးရေး နညျးပညာမြား,,1174256049410432,93097,2021-02-13 10:11:41 MMT,Photo,1258,38,291,37,2,22,0,0,4,https://www.facebook.com/groups/1174256049410432/permalink/1807733942729303,,,#VALUE!,,
p20210208_20210214_0121,တီထွင်ဖန်တီး စိုက်ပျိုးနည်းများ မျှဝေရာ,,881117928599328,218250,2021-02-12 21:21:27 MMT,Link,633,21,102,1,4,2,0,0,0,https://www.facebook.com/groups/881117928599328/permalink/3959678980743192,,,#VALUE!,,
p20210208_20210214_0122,ခတျေမီ စိုကျပြိုးရေး နညျးပညာမြား,,1174256049410432,93114,2021-02-08 13:49:42 MMT,Photo,1253,12,224,112,0,2,0,0,6,https://www.facebook.com/groups/1174256049410432/permalink/1804084866427544,https://www.facebook.com/100008282770702/posts/2837006626585402/,https://www.facebook.com/100008282770702/posts/2837006626585402/,https://www.facebook.com/1000082827702/posts/2837002626585402/,,
p20210208_20210214_0123,တီထွင်ဖန်တီး စိုက်ပျိုးနည်းများ မျှဝေရာ,,881117928599328,218281,2021-02-13 11:15:02 MMT,Status,983,28,327,14,0,9,1,0,0,https://www.facebook.com/groups/881117928599328/permalink/3961282147249542,ဒီည လုပ်ကွက်တစ်ခု။ ချစ်နိုင် ( စိတ်ပညာ ) ပညာပြနေပြီ။ နေ့ခင်း လူတွေဆန္ဒပြ ညကျတော့ မောပြီ အိပ်ချင်တဲ့အချိန် လူနည်းနည်းနဲ့ ရပ်ကွက်ထဲဝင်ဆွဲ အယောင်ပြ လူတွေထွက်လာတော့ ပြန်ပြေး လူတွေက တစ်ညလုံး သံပုံးတီး ရက်ဆက်လာတော့ လူတွေ စိတ်ပင်ပန်း စိတ်ဓာတ်ကျလာမယ် အဲ့ဒီအချိန် ကောက်စားမှာပဲ အဲ့တော့ ရပ်ကွက်တိုင်းမှာ Team တွေခွဲဖို့ လိုမယ်။ Team A ဆန္ဒပြ။ Team B အိမ်မှာ အနားယူ။ Team C ည ခွေးမဆွဲအောင်စောင့်။ အဲ့လိုလုပ်မှ ရေရှည်တောင့်ခံနိုင်လိမ့်မယ် တွေးမိတာပါ ဖြည့်စွက်နိုင်ပါတယ်။ မတရားအမှု အမြန် ( ၁ လမခံ ) ကျဆုံးပါစေ။ မြန်မာနိုင်ငံ အေးချမ်း၊ တိုးတက်ပါစေ။,ဒီည လုပ်ကွက်တစ်ခု။ ချစ်နိုင် ( စိတ်ပညာ ) ပညာပြနေပြီ။ နေ့ခင်း လူတွေဆန္ဒပြ ညကျတော့ မောပြီ အိပ်ချင်တဲ့အချိန် လူနည်းနည်းနဲ့ ရပ်ကွက်ထဲဝင်ဆွဲ အယောင်ပြ လူတွေထွက်လာတော့ ပြန်ပြေး လူတွေက တစ်ညလုံး သံပုံးတီး ရက်ဆက်လာတော့ လူတွေ စိတ်ပင်ပန်း စိတ်ဓာတ်ကျလာမယ် အဲ့ဒီအချိန် ကောက်စားမှာပဲ အဲ့တော့ ရပ်ကွက်တိုင်းမှာ Team တွေခွဲဖို့ လိုမယ်။ Team A ဆန္ဒပြ။ Team B အိမ်မှာ အနားယူ။ Team C ည ခွေးမဆွဲအောင်စောင့်။ အဲ့လိုလုပ်မှ ရေရှည်တောင့်ခံနိုင်လိမ့်မယ် တွေးမိတာပါ ဖြည့်စွက်နိုင်ပါတယ်။ မတရားအမှု အမြန် ( ၁ လမခံ ) ကျဆုံးပါစေ။ မြန်မာနိုင်ငံ အေးချမ်း၊ တိုးတက်ပါစေ။,"One of the blocks tonight. Love is being exposed. After the daylight, the people who want to sleep in the night when people come out of the night and then the people will be frustrated by the people. Team a protest. TEAM B's rest at home. Team C N'T WAPPORTURE ALL WITH NOT DON'T PAINTS. It is possible that you can be sustainable. Fast for injustice (1 months) fall. Myanmar Peace May it improve.",,
p20210208_20210214_0124,ထှနျစကျသမားမြားဆုံဆညျးရာ(မွနျမာ)🚀🇲🇲🚜,,398032267478716,58447,2021-02-10 12:27:06 MMT,Photo,1000,12,137,26,0,2,0,0,3,https://www.facebook.com/groups/398032267478716/permalink/776935146255091,,,#VALUE!,,
p20210208_20210214_0125,တီထွင်ဖန်တီး စိုက်ပျိုးနည်းများ မျှဝေရာ,,881117928599328,218269,2021-02-09 12:26:15 MMT,Photo,2186,59,267,194,0,1,0,0,7,https://www.facebook.com/groups/881117928599328/permalink/3950125201698570,သတၱိဆိုသည္မွာ...အသိညဏ္နဲ႔သာဆိုင္ပါသည္ ေနျပည္ေတာ္ဒုရဲအုပ္တဦး ေလးစားပါသည္,သတၱိဆိုသည္မွာ...အသိညဏ္နဲ႔သာဆိုင္ပါသည္ ေနျပည္ေတာ္ဒုရဲအုပ္တဦး ေလးစားပါသည္,The courage is to be aware of the Nay Pyi Taw Deputy Deputy,,
p20210208_20210214_0126,တီထွင်ဖန်တီး စိုက်ပျိုးနည်းများ မျှဝေရာ,,881117928599328,218239,2021-02-10 09:03:46 MMT,Status,986,19,406,15,1,2,0,0,0,https://www.facebook.com/groups/881117928599328/permalink/3952406544803769,အႀကံေပးခ်င္တာပါ က်ေနာ္ ေန႔တိုင္း US႐ုံးေရွ႕မွာ ဆႏၵျပပါတယ္ အဲ့႐ုံးေရွ႕မာထားတဲ့ရဲကားက လူအလြန႔္အလြန္မ်ားမွ ၃စီးထက္မပိုပါ ေရနဲ႔ထိုးမဲ့ကားတစ္စီးမွ မထားပါ ဘာလို့ဆိုရွင္းပါတယ္႐ုံးထဲကသံအမတ္ေတြ ဝန္ထမ္းေတြ ခနခနထြက္ပီး record ယူလို့ပါ ေနာက္ထပ္အားသာတာက အဲ့လိုေနရာမွာ အထိုင္သပိတ္ လုပ္ရင္ေရရွည္အဆင္ေျပနိုင္ပါတယ္(က်ေနာ့္အျမင္) လွည္းတန္းလို ပြိဳင့္ႀကီးမွာ လူထုကေနပူထဲ သူတို့က တကၠသိုလ္ရိပ္သာလမ္းကအရိပ္ထဲမွာ ၄ဘက္ေလးတန္ပိတ္ပီး ဘာလို့ျပေနမလဲ ၿမိဳ့ထဲလို ပစ္ကြင္းႀကီးထဲမွာ ဘာလို့ စုျပဳံေနမလဲ ေနပူထဲပင္ပန္းပါတယ္ ပါးစပ္ကလဲေအာ္ရေတာ့ပ္ိုဆိုးပါမယ္ အဲ့ေနရာေတြကို ေရွာင္ပီးျပေတာ့ သူတို့ ဘာလုပ္နိုင္မာလဲ ျပခ်င္သပဆိုရင္လည္း ေရြ႕ပီးျပသင့္တယ္ထင္ပါတယ္ လူ မ်ားမ်ား အၾကာႀကီးစုမေနသင့္ပါ ဂ်ပန္သံ႐ုံး ကိုရီးယားသံ႐ုံး အိႏၵိယသံ႐ုံး UNသံ႐ုံး အေမရိကန္သံ႐ုံး တ႐ုတ္သံ႐ုံး အထိုင္သပိတ္အတြက္ေနရာေကာင္းေတြပါ #ေရနဲ႔ထိုးမဲ့ကားေတြသံ႐ုံးေတြေရွ႕မွာက်ေနာ္ေတာ့မျမင္ဖူးေသးပါ #အသက္ကိုညဏ္ေစာင့္ပါတယ္ #မအလက်ဆုံးခန္းကိုတဘဝလုံးဇိမ္ခံပီးၾကည့္ဖို့ကိုယ့္ကိုကိုယ္ကာကြယ္ၾကပါ #အေရးေတာ္ပုံေအာင္ရမည္ Credit,အႀကံေပးခ်င္တာပါ က်ေနာ္ ေန႔တိုင္း US႐ုံးေရွ႕မွာ ဆႏၵျပပါတယ္ အဲ့႐ုံးေရွ႕မာထားတဲ့ရဲကားက လူအလြန႔္အလြန္မ်ားမွ ၃စီးထက္မပိုပါ ေရနဲ႔ထိုးမဲ့ကားတစ္စီးမွ မထားပါ ဘာလို့ဆိုရွင္းပါတယ္႐ုံးထဲကသံအမတ္ေတြ ဝန္ထမ္းေတြ ခနခနထြက္ပီး record ယူလို့ပါ ေနာက္ထပ္အားသာတာက အဲ့လိုေနရာမွာ အထိုင္သပိတ္ လုပ္ရင္ေရရွည္အဆင္ေျပနိုင္ပါတယ္(က်ေနာ့္အျမင္) လွည္းတန္းလို ပြိဳင့္ႀကီးမွာ လူထုကေနပူထဲ သူတို့က တကၠသိုလ္ရိပ္သာလမ္းကအရိပ္ထဲမွာ ၄ဘက္ေလးတန္ပိတ္ပီး ဘာလို့ျပေနမလဲ ၿမိဳ့ထဲလို ပစ္ကြင္းႀကီးထဲမွာ ဘာလို့ စုျပဳံေနမလဲ ေနပူထဲပင္ပန္းပါတယ္ ပါးစပ္ကလဲေအာ္ရေတာ့ပ္ိုဆိုးပါမယ္ အဲ့ေနရာေတြကို ေရွာင္ပီးျပေတာ့ သူတို့ ဘာလုပ္နိုင္မာလဲ ျပခ်င္သပဆိုရင္လည္း ေရြ႕ပီးျပသင့္တယ္ထင္ပါတယ္ လူ မ်ားမ်ား အၾကာႀကီးစုမေနသင့္ပါ ဂ်ပန္သံ႐ုံး ကိုရီးယားသံ႐ုံး အိႏၵိယသံ႐ုံး UNသံ႐ုံး အေမရိကန္သံ႐ုံး တ႐ုတ္သံ႐ုံး အထိုင္သပိတ္အတြက္ေနရာေကာင္းေတြပါ #ေရနဲ႔ထိုးမဲ့ကားေတြသံ႐ုံးေတြေရွ႕မွာက်ေနာ္ေတာ့မျမင္ဖူးေသးပါ #အသက္ကိုညဏ္ေစာင့္ပါတယ္ #မအလက်ဆုံးခန္းကိုတဘဝလုံးဇိမ္ခံပီးၾကည့္ဖို့ကိုယ့္ကိုကိုယ္ကာကြယ္ၾကပါ #အေရးေတာ္ပုံေအာင္ရမည္ Credit,အႀကံေပးခ်င္တာပါ က်ေနာ္ ေန႔တိုင္း US႐ုံးေရွ႕မွာ ဆႏၵျပပါတယ္ အဲ့႐ုံးေရွ႕မာထားတဲ့ရဲကားက လူအလြန႔္အလြန္မ်ားမွ ၃စီးထက္မပိုပါ ေရနဲ႔ထိုးမဲ့ကားတစ္စီးမွ မထားပါ ဘာလို့ဆိုရွင္းပါတယ္႐ုံးထဲကသံအမတ္ေတြ ဝန္ထမ္းေတြ ခနခနထြက္ပီး record ယူလို့ပါ ေနာက္ထပ္အားသာတာက အဲ့လိုေနရာမွာ အထိုင္သပိတ္ လုပ္ရင္ေရရွည္အဆင္ေျပနိုင္ပါတယ္(က်ေနာ့္အျမင္) လွည္းတန္းလို ပြိဳင့္ႀကီးမွာ လူထုကေနပူထဲ သူတို့က တကၠသိုလ္ရိပ္သာလမ္းကအရိပ္ထဲမွာ ၄ဘက္ေလးတန္ပိတ္ပီး ဘာလို့ျပေနမလဲ ၿမိဳ့ထဲလို ပစ္ကြင္းႀကီးထဲမွာ ဘာလို့ စုျပဳံေနမလဲ ေနပူထဲပင္ပန္းပါတယ္ ပါးစပ္ကလဲေအာ္ရေတာ့ပ္ိုဆိုးပါမယ္ အဲ့ေနရာေတြကို ေရွာင္ပီးျပေတာ့ သူတို့ ဘာလုပ္နိုင္မာလဲ ျပခ်င္သပဆိုရင္လည္း ေရြ႕ပီးျပသင့္တယ္ထင္ပါတယ္ လူ မ်ားမ်ား အၾကာႀကီးစုမေနသင့္ပါ ဂ်ပန္သံ႐ုံး ကိုရီးယားသံ႐ုံး အိႏၵိယသံ႐ုံး UNသံ႐ုံး The US Embassy has been in front of the Chinese Embassy # I have not seen the world in front of the world.,,
p20210208_20210214_0127,"ဓနုဖွူ မတျပဲ,စပါး တောင်သူများစုံဆည်းရာ",,1.69E+15,95901,2021-02-13 12:29:28 MMT,Native Video,618,6,132,21,0,0,1,0,3,https://www.facebook.com/groups/1690431714554320/permalink/2799119397018874,,,#VALUE!,,
p20210208_20210214_0128,ငရုတ်သီးဈေးကွက်နှင့်နည်းပညာဖွံဖြိုးရေး🌶,,1914562728653399,56399,2021-02-10 04:29:43 MMT,Link,428,235,74,4,5,34,5,3,0,https://www.facebook.com/groups/1914562728653399/permalink/3525569327552723,,,#VALUE!,,
p20210208_20210214_0129,စီးပွားဖြစ်စိုက်ပျိုးရေး နှင့် မွေးမြူးရေး စုံစည်းရာ,,290540958174909,25792,2021-02-09 14:14:22 MMT,Photo,217,7,56,0,1,51,0,0,0,https://www.facebook.com/groups/290540958174909/permalink/847851702443829,,,#VALUE!,,
p20210208_20210214_0130,စီးပွားဖြစ်စိုက်ပျိုးရေး နှင့် မွေးမြူးရေး စုံစည်းရာ,,290540958174909,25801,2021-02-10 14:26:49 MMT,Photo,207,8,56,26,0,1,0,0,0,https://www.facebook.com/groups/290540958174909/permalink/848357752393224,,,#VALUE!,,
p20210208_20210214_0131,စိုက်ပျိုးရေးအသိပညာ မျှဝေရေး,,198033530405948,97300,2021-02-09 20:19:14 MMT,Link,207,0,76,0,0,0,0,0,0,https://www.facebook.com/groups/198033530405948/permalink/1519490631593558,ဉာဏ်ကောင်းဖို့ လိုတယ်၊ပြေးသင့်ရင် ပြေးပါ ဒီနေရာမှာ ခေါင်းမာလို့မရပါဘူး၊ပုန်းသင့်ရင် ပုန်းပါ ၊ ဗိုလ်ချုပ်အောင်ဆန်းက ရှေ့တန်းထွက်ပြီး စစ်အမြဲ တိုက်နေတာ မဟုတ်ပါဘူး၊ဦးနှောက်ကို ပါးပါးနပ်နပ်လေး အသုံးချကြဖို့ အကြံပေးချင်ပါတယ် အမျိုးတို့ ။,ဉာဏ်ကောင်းဖို့ လိုတယ်၊ပြေးသင့်ရင် ပြေးပါ ဒီနေရာမှာ ခေါင်းမာလို့မရပါဘူး၊ပုန်းသင့်ရင် ပုန်းပါ ၊ ဗိုလ်ချုပ်အောင်ဆန်းက ရှေ့တန်းထွက်ပြီး စစ်အမြဲ တိုက်နေတာ မဟုတ်ပါဘူး၊ဦးနှောက်ကို ပါးပါးနပ်နပ်လေး အသုံးချကြဖို့ အကြံပေးချင်ပါတယ် အမျိုးတို့ ။,"If you need to be a good intelligence, run it here. If you should hide it, hide. General Aung San is not in the front line and is not fighting.",,
p20210208_20210214_0132,ဝိစာရ စိုကျပြိုးရေး ပညာပေးအဖှဲ့,,1884553465108562,182042,2021-02-10 22:14:24 MMT,Status,439,13,2,31,0,0,1,0,0,https://www.facebook.com/groups/1884553465108562/permalink/2980934202137144,အဖွဲ့ဝင်များခင်များ... အခုတလော အင်တာလိုင်းက အတော်ကိုဆိုးရွားနေတဲ့အတွက် မေးလာတဲ့မေးခွန်းများကို ကောင်းကောင်းမွန်မွန် စုံစုံစေ့စေ့ ပြန်ဖြေမပေးနိုင်ဖြစ်နေတာကို သည်းခံခွင့်လွှတ်ပေးကြဖို့ အထူးတလည် အနူးအညွတ် တောင်းပန်အပ်ပါတယ်ခင်များ.. (ရသလောက်တော့ အဆင်ပြေသလို ပြန်လည်ဖြေကြားပေးနေပါ့မယ်)... #လူဆိုးလူညစ် နှင့် #ကိုဗစ် ... ဘေး #ကင်းဝေးကြပါစေ။,အဖွဲ့ဝင်များခင်များ... အခုတလော အင်တာလိုင်းက အတော်ကိုဆိုးရွားနေတဲ့အတွက် မေးလာတဲ့မေးခွန်းများကို ကောင်းကောင်းမွန်မွန် စုံစုံစေ့စေ့ ပြန်ဖြေမပေးနိုင်ဖြစ်နေတာကို သည်းခံခွင့်လွှတ်ပေးကြဖို့ အထူးတလည် အနူးအညွတ် တောင်းပန်အပ်ပါတယ်ခင်များ.. (ရသလောက်တော့ အဆင်ပြေသလို ပြန်လည်ဖြေကြားပေးနေပါ့မယ်)... #လူဆိုးလူညစ် နှင့် #ကိုဗစ် ... ဘေး #ကင်းဝေးကြပါစေ။,Members ...,,
p20210208_20210214_0133,တီထွင်ဖန်တီး စိုက်ပျိုးနည်းများ မျှဝေရာ,,881117928599328,218269,2021-02-09 16:16:07 MMT,Photo,1756,151,374,28,0,12,1,0,1,https://www.facebook.com/groups/881117928599328/permalink/3950585671652523,,,#VALUE!,,
p20210208_20210214_0134,စိုက်ပျိုးရေး နည်းပညာစနစ်သစ် အတွေကြုံ များမျှဝေနိုင်,,1628446194055226,292536,2021-02-09 22:55:21 MMT,Photo,713,20,319,55,0,7,2,1,6,https://www.facebook.com/groups/1628446194055226/permalink/2936626416570524,,,#VALUE!,content not available,
p20210208_20210214_0135,စိုက်ပျိုးရေး သတင်းနှင့် နည်းပညာ,,635084850181483,259743,2021-02-09 22:04:59 MMT,Photo,1822,98,179,51,0,0,0,0,4,https://www.facebook.com/groups/635084850181483/permalink/1325548671135094,,,#VALUE!,,
p20210208_20210214_0136,ရိတ်ချွေ သမားများ ဆုံဆည်းရာ ဧရာဝတီ,,204158590174627,37525,2021-02-08 08:43:27 MMT,Status,459,120,14,35,1,0,0,0,2,https://www.facebook.com/groups/204158590174627/permalink/806006489989831,ရိတ်ခြွေနဲ့ ထွန်စက်သမားတေလည်း စည်းလုံးသင့်p ❤️,ရိတ်ခြွေနဲ့ ထွန်စက်သမားတေလည်း စည်းလုံးသင့်p ❤️,The reap and tractorclide should be united,,
p20210208_20210214_0137,တီထွင်ဖန်တီး စိုက်ပျိုးနည်းများ မျှဝေရာ,,881117928599328,218246,2021-02-11 18:12:08 MMT,Photo,1563,53,555,20,2,21,0,1,1,https://www.facebook.com/groups/881117928599328/permalink/3956562357721521,,,#VALUE!,,
p20210208_20210214_0138,ဝိစာရ စိုကျပြိုးရေး ပညာပေးအဖှဲ့,,1884553465108562,182237,2021-02-13 21:22:07 MMT,Status,356,15,2,5,0,0,0,0,1,https://www.facebook.com/groups/1884553465108562/permalink/2983050731925491,အဖွဲ့ဝင်များခင်များ.. အင်တာနက်လိုင်းက ကွန်ပြူတာကောင်းကောင်းသုံးမရလို့ မေးတဲ့ပုံတွေလဲကြည့်မရ၊ ပြန်ဖြေပေးရာမှာလဲ ပုံတင်လို့မရ ဖြစ်နေပါတယ်.. ဖုန်းနဲ့ပြန်ဖြေဖို့ကလဲ မေးမြန်းသူနားလည်အောင် ပြည့်ပြည့်စုံစုံရှင်းပြရတာမို့ စာများများရိုက်ရတာ အဆင်မပြေဖြစ်နေပါတယ်.. သည်းခံခွင့်လွှတ်ကြစေလိုပါတယ်ခင်များ..,အဖွဲ့ဝင်များခင်များ.. အင်တာနက်လိုင်းက ကွန်ပြူတာကောင်းကောင်းသုံးမရလို့ မေးတဲ့ပုံတွေလဲကြည့်မရ၊ ပြန်ဖြေပေးရာမှာလဲ ပုံတင်လို့မရ ဖြစ်နေပါတယ်.. ဖုန်းနဲ့ပြန်ဖြေဖို့ကလဲ မေးမြန်းသူနားလည်အောင် ပြည့်ပြည့်စုံစုံရှင်းပြရတာမို့ စာများများရိုက်ရတာ အဆင်မပြေဖြစ်နေပါတယ်.. သည်းခံခွင့်လွှတ်ကြစေလိုပါတယ်ခင်များ..,Members do not see how the Internet is asked if the Internet is not good. It is not possible to reply to the answer to the phone.,,
p20210208_20210214_0139,တီထွင်ဖန်တီး စိုက်ပျိုးနည်းများ မျှဝေရာ,,881117928599328,218246,2021-02-12 01:15:30 MMT,Status,718,10,383,5,0,0,0,0,1,https://www.facebook.com/groups/881117928599328/permalink/3957475647630192,ကိုမင္းကိုနိုင္ ဒီေန႔ေျပာသြားတာ ေသခ်ာ နားေထာင္ေပးၾကပါ၊ ျဖစ္နိုင္ေျခ ၁၀၀% ပါ။ (၁) ေထာင္ခါလို့ ထြက္လာသူေတြ၊ ေန႔စားေတြ ၿငိမ္ေနၾကတယ္၊ (၂) စစ္တပ္ႏွင့္ ရဲ အၾကမ္းဖက္မယ့္ အရိပ္အေယာင္မျပေသးဘူး၊ ၃) လူေတြကို လြတ္လြတ္လပ္လပ္ ဆႏၵျပခြင့္ေပးထားတယ္၊ ဆႏၵျပသူလိုလိုႏွင့္ ကိုယ့္ေဘးေရာက္လာမယ့္ သူစိမ္းကို ဘယ္ကလဲဆိုတာ မသိနိုင္တဲ့ အေျခအေနပါ၊ အခ်င္းခ်င္းမယုံရ ပူးသတ္နိုင္တဲ့ အေျခအေနကို သတိထားစရာပါ၊ စစ္တပ္ႏွင့္ ရဲက အၾကမ္းဖက္နိုမ္နင္းတယ္ ဆိုတဲ့ သတင္းကို အင္တာနက္ဖြင့္ေပးထားတဲ့အခ်ိန္မွာ လုပ္မွာ မဟုတ္ပါဘူး၊ တယ္လီေနာ ႐ုံးခ်ဳပ္ကို စစ္တပ္က အၾကမ္းဖက္ စီးနင္းထားတာ ၾကားရပါၿပီ၊ မၾကာခင္ အင္တာနက္လိုင္းေတြ ျဖတ္ေတာက္နိုင္ပါတယ္၊ တစ္နိုင္ငံလုံး ကမၻာႏွင့္ အဆက္အသြယ္ျပတ္ေတာက္သြားရင္ ဘီလူးဆိုင္း တီးေတာ့မယ္ဆိုတာ ခန္႔မွန္းလို့ရပါတယ္၊ အဲဒါေၾကာင့္ ကိုယ့္ရပ္ကြက္၊ ကိုယ့္အစုအဖြဲ႕ႏွင့္ စုစုစည္းစည္း သြားၾကပါ၊ လူစိမ္းပါလာရင္ ခ်က္ခ်င္း စစ္ေဆးပါ လက္နက္ပါလား စစ္ပါ၊ မသကၤာဖြယ္ရာ အၾကမ္းဖက္မွု အျပဳအမူ မွန္သမၽွ ဓာတ္ပုံရိုက္ ဗီဒီယိုရိုက္ မွတိတမ္းတင္ပါ၊ အင္တာနက္ရၿပီဆိုတာႏွင့္ ျဖန္႔ပါ။ အေရးႀကီးပါတယ္ သတိထားၾကပါ၊ အခ်င္းခ်င္း သတိေပးၾကပါ။ ေၾကာက္စရာ မလိုပါ၊ သတိညဏ္ပညာကို အသုံးျပဳၿပီး ေအာင္ပြဲရသည္အထိ ဆက္လက္ တိုက္ပြဲဝင္ၾကပါစို့။ #AgainstMyanmarMilitaryCoup #SaveMyanmar #CDMMyanmar #ReleaseAungSannSuKyiNow,ကိုမင်းကိုနိုင် ဒီနေ့ပြောသွားတာ သေချာ နားထောင်ပေးကြပါ၊ ဖြစ်နိုင်ခြေ ၁၀၀% ပါ။ (၁) ထောင်ခါလို့ ထွက်လာသူတွေ၊ နေ့စားတွေ ငြိမ်နေကြတယ်၊ (၂) စစ်တပ်နှင့် ရဲ အကြမ်းဖက်မယ့် အရိပ်အယောင်မပြသေးဘူး၊ ၃) လူတွေကို လွတ်လွတ်လပ်လပ် ဆန္ဒပြခွင့်ပေးထားတယ်၊ ဆန္ဒပြသူလိုလိုနှင့် ကိုယ့်ဘေးရောက်လာမယ့် သူစိမ်းကို ဘယ်ကလဲဆိုတာ မသိနိုင်တဲ့ အခြေအနေပါ၊ အချင်းချင်းမယုံရ ပူးသတ်နိုင်တဲ့ အခြေအနေကို သတိထားစရာပါ၊ စစ်တပ်နှင့် ရဲက အကြမ်းဖက်နိုမ်နင်းတယ် ဆိုတဲ့ သတင်းကို အင်တာနက်ဖွင့်ပေးထားတဲ့အချိန်မှာ လုပ်မှာ မဟုတ်ပါဘူး၊ တယ်လီနော ရုံးချုပ်ကို စစ်တပ်က အကြမ်းဖက် စီးနင်းထားတာ ကြားရပါပြီ၊ မကြာခင် အင်တာနက်လိုင်းတွေ ဖြတ်တောက်နိုင်ပါတယ်၊ တစ်နိုင်ငံလုံး ကမ္ဘာနှင့် အဆက်အသွယ်ပြတ်တောက်သွားရင် ဘီလူးဆိုင်း တီးတော့မယ်ဆိုတာ ခန့်မှန်းလို့ရပါတယ်၊ အဲဒါကြောင့် ကိုယ့်ရပ်ကွက်၊ ကိုယ့်အစုအဖွဲ့နှင့် စုစုစည်းစည်း သွားကြပါ၊ လူစိမ်းပါလာရင် ချက်ချင်း စစ်ဆေးပါ လက်နက်ပါလား စစ်ပါ၊ မသင်္ကာဖွယ်ရာ အကြမ်းဖက်မှု အပြုအမူ မှန်သမျှ ဓာတ်ပုံရိုက် ဗီဒီယိုရိုက် မှတိတမ်းတင်ပါ၊ အင်တာနက်ရပြီဆိုတာနှင့် ဖြန့်ပါ။ အရေးကြီးပါတယ် သတိထားကြပါ၊ အချင်းချင်း သတိပေးကြပါ။ ကြောက်စရာ မလိုပါ၊ သတိညဏ်ပညာကို အသုံးပြုပြီး အောင်ပွဲရသည်အထိ ဆက်လက် တိုက်ပွဲဝင်ကြပါစို့။ #AgainstMyanmarMilitaryCoup #SaveMyanmar #CDMMyanmar #ReleaseAungSannSuKyiNow,"Ko Ko Naing Today, listen carefully. It's 100% probable. (1) Days are calm; (2) There is no indication of the army and the police. 3) People are allowed to protest freely. It is a unknown situation that does not know where the protesters are from the victim. Be careful about the situation where we can do not believe in one another. The military and police will not do the time that the internet is the Internet that the Internet is the Internet. The Taungni Committee has heard the terrorist riders ride the violence. Soon the internet can be cut off; If you lose contact with the whole world, it is estimated that it is about to be gambling. As a result, your neighborhood, They go together with the community. Check out immediately if the stranger comes to the wrong. Play video at any suspicious violence. Spread and spread the Internet. Be careful. Keep a warning one another. Don't be afraid. Let us continue to fight until the victory. #AgainstMyanmar ImilitaryCut #Savecy IMeveyanmar #celeseaunganngsannsukensukeinow",,
p20210208_20210214_0140,တီထွင်ဖန်တီး စိုက်ပျိုးနည်းများ မျှဝေရာ,,881117928599328,218269,2021-02-09 19:38:10 MMT,Photo,1438,24,638,11,1,4,0,0,1,https://www.facebook.com/groups/881117928599328/permalink/3950980518279705,,,#VALUE!,,
