ID,IsPost,IsBoostedPost,Page/Group Name,Page Id,Page/Group List,Post URL,Comment URL,Commenter Profile URL,unicode,Google Translated,Date,Time,Post Type,machines,inputs,govt,markets,agriadvice,sustainability,development,farmers' achivements,farmers' struggles,live trading scenes,quiz/lucky draw/entertainment,ad,other,promotion,crtique,humor,anti-china,hatespeech,unverified info,scam,clickbait,Coding justification,Comment remarks,Post remarks,Link,Like,Love,Sad,Haha,Wow,Angry,Care,Share,Comment,Replies
p20210301_20210308_0132,TRUE,,The Farmer Media,258491340931726,p.farming,https://www.facebook.com/thefarmermedia/posts/3778166945630797,,facebook.com/258491340931726,ငရုတ် သီး မှည့် အစို များ ဈေးကွက် ပျက် နေ သဖြင့် တောင်သူ များ အဆင် မ ပြေ ဖြစ် နေ *********************************************** ဖေဖော်ဝါရီလ ဆန်း က စ ၍ နိုင်ငံရေး အကျပ်အတည်း ဖြစ်လာ ပြီး လမ်းပန်းဆက်သွယ်ရေး များ ပိတ်ဆို့ ကာ ငရုတ် သီး မှည့် အစို ဈေးကွက် ပျက် နေ ခြင်း ကြောင့် အဆင် မ ပြေ ဖြစ် နေ ရ ကြောင်း မကွေးတိုင်း ဒေသ ကြီး အတွင်း ရှိ ငရုတ် စိုက် တောင်သူ များ ထံမှ သိရသည် ၊ ၊ မကွေးတိုင်း ဒေသ ကြီး ၊ မင်း ဘူး စ ကု ၊ ပွင့် ဖြူ ၊ စလင်း ၊ င ဖဲ ၊ ထီး လင်း ၊ ဆော ၊ ဂန့် ဂေါ မြို့နယ် တို့ ရှိ တောင်သူလယ်သမား သမဂ္ဂ အဖွဲ့ များ က ကုမ္ပဏီ များ နှင့် ချိတ်ဆက် ၍ မကွေးတိုင်း ဒေသ ကြီး အဆိုပါ မြို့နယ် များ က ဒေသခံ တောင်သူ များ က မ လေး ရှား ၊ တရုတ် ၊ ထိုင်း စသည့် ပြည်ပ နိုင်ငံ များ အထိ တင်ပို့ ရောင်းချ နိုင် ရန် ငရုတ် ကို စိုက်ပျိုး ခဲ့ ရာ ဖေဖော်ဝါရီ ၁ ရက် က စတင် ပြီး နိုင်ငံရေး ကာလ အကျပ်အတည်း များ ကြောင့် လမ်းပန်းဆက်သွယ်ရေး အဆင်ပြေ ချောမွေ့ ခြင်း မရှိ ၍ ငရုတ် သီး မှည့် စို များ ကို ၀ယ် သူမ ရှိ ဖြစ်ပြီး ဈေးကွက် ပျက် ခဲ့ ရ ကြောင်း တောင်သူ များ က ပြောသည် “ အရင် လ တုန်း က ကုမ္ပဏီ တွေ က ကျွန်တော်တို့ ဒေသ တွေ အထိ ငရုတ် သီး မှည့် စို တွေ လာ ဝယ် ကြ တော့ ဈေးကောင်း ရ တယ် ။ အခု လ က နိုင်ငံတော် ကို ကမောက်ကမ ဖြစ် အောင် လုပ် တဲ့ အုပ်စု တစ်စု ကြောင့် လမ်း တွေ ဟို ဘက် နိုင်ငံ မှာ တင်ပို့ နိုင် မဲ့ လမ်း က ပိတ် ၊ ဒါ့ ပြင် တစ် မြို့နယ် နဲ့ တစ် မြို့နယ် အ ၀င် အထွက် တွေ ပိတ် ဆို တော့ သီးနှံ ဈေးကွက် တွေ က အကုန် ပျက် ကုန် တယ် ။ အခု တော့ တောင်သူ တွေ လည်း အဆင် မ ပြေ ဘူး ။ အရှုံး ပါ ပေါ် နေ တယ် “ ဟု ပွင့် ဖြူ မြို့နယ် က ငရုတ် စိုက် တောင်သူ တစ်ဦး က ပြောသည် ။ ဇန် န ၀ါ ရီ လ အတွင်း က မကွေးတိုင်း တောင်သူလယ်သမား သမဂ္ဂ အဖွဲ့ နှင့် မန္တလေး အခြေစိုက် ကုမ္ပဏီ တစ် ခု ချိတ်ဆက် ပြီး ၆၉၂ မြား နီ ငရုတ် မှည့် စို တစ် ပိဿာ လျှင် ကျပ် ၄၀၀၀ အထိ ရှိ ပြီး ဒေသ ငရုတ် သီး မျိုး နှင့် အောက်ဆွဲ သီး ငရုတ် သီး စိမ်း တစ် ပိဿာ ကို ကျပ် ၁၃၀၀ ၊ မှည့် စို တစ် ပိဿာ ကို ကျပ် ၂၀၀၀ အထိ ရရှိ ခဲ့ ပြီး ဖေဖော်ဝါရီလ အတွင်းလမ်း ပန်း ဆက်သွယ်ရေး ပိတ်ဆို့ ခြင်း ရှိ ခဲ့ သဖြင့် ကုမ္ပဏီ များ လာရောက် ဝယ်ယူ ခြင်း မရှိ သည့် ဒေသ အတွင်း ရှိ ငရုတ် သီး အ ရောင်း အ ၀ယ် ဒိုင် များ က လည်း ၀ယ် ယူ ခြင်း ပိတ် ထား ၍ ၆၉၂ မြား နီ ငရုတ် မှည့် စို တစ် ပိဿာ ကို ကျပ် ၁၅၀၀၀န်း ကျင် အထိ ကျ ပြီး အောက်ဆွဲ သီး ၊ ပန်းဆွဲ သီး များ ၀ယ် ယူ ခြင်း မရှိ ၍ အလေ့ အ လွင့် ဖြစ် ခဲ့ ရ ကြောင်း တောင်သူ များ က ပြောသည် ။ မင်း ဘူး စ ကု မြို့နယ် ၊ ပေါက် ငူ ကျေးရွာ ကတောင် သူ ဦး စိန် သောင်း က “ အခု အချိန် ကဘာ သီးနှံ မှ ကို ၀ယ် သူမ ရှိ ဘူး ။ ကျွန်တော်တို့ ဘက် ကတောင် သူ တွေ ဆို ရင် ငရုတ် သီး မှည့် စို တွေ ခူး ပြီး နေလှန်း ထား တယ် ။ ရာသီဥတု က လည်း ဖောက်ပြန် တာ ဖြစ် ခဲ့ တော့ အလေ့ အ လွင့် က လည်း အများ ကြီး ပဲ ရှိ တယ် ။ ကုမ္ပဏီ နဲ့ စိုက် တဲ့ ၆၉၂ မျိုး က ၀ယ် တာ ရှိ လည်း ဈေး ကတော် တော် ကျ သွား တယ် ။ ဒေသ သီး တွေ ဆို ရင် ဘယ် မှ ကို သွား ရောင်း မ ရ ဘူး ။ အခု ကတော့ တောင်သူ တွေ အခက်ကြုံ နေ ရ တယ် “ ဟု ပြောသည် ။ # အောင် တင် ဝင်း # မြန်မာ တောင်သူ ကြီး များ ဂျာနယ်,-,2021-03-03,4:22:01,photo,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/thefarmermedia/photos/a.965333876914132/3778166908964134/?type=3,240,0,24,0,1,24,0,58,17,
c20210301_20210308_0133,FALSE,,,,p.farming,https://www.facebook.com/thefarmermedia/posts/3778166945630797,https://www.exportcomments.com/done/c97d01f5-5af3-4822-92b8-2f3cb6b3e6aa/preview/3778185342295624,https://www.facebook.com/profile.php?id=100050527608413,ကုန်စိမ်း တွေ အကုန် ဘဝ ပြက် နေ ပြိ,All the raw materials are gone,2021-03-03,4:32:49,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
c20210301_20210308_0134,FALSE,,,,p.farming,https://www.facebook.com/thefarmermedia/posts/3778166945630797,https://www.exportcomments.com/done/c97d01f5-5af3-4822-92b8-2f3cb6b3e6aa/preview/3778281748952650,https://www.facebook.com/profile.php?id=100029995989337,ပြေ တယ် ၁၅၀၀ /1800 င လူး ကောင် မ ဂျင်း နဲ့,OK 1500/1800 with gingerbread,2021-03-03,5:31:28,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,,,,,,,,,0
c20210301_20210308_0135,FALSE,,,,p.farming,https://www.facebook.com/thefarmermedia/posts/3778166945630797,https://www.exportcomments.com/done/c97d01f5-5af3-4822-92b8-2f3cb6b3e6aa/preview/3778400932274065,https://www.facebook.com/profile.php?id=100024875940585,ဒီ အချိန် အဆင်ပြေ နေ တာ ဆို လို့ ဘေး ထိုင် ဘုပြော နေ တဲ့ သူ ဘဲ ရှိပါတယ်,There is only one person sitting around saying that this is a good time,2021-03-03,6:38:28,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,,,,,,,,,0
c20210301_20210308_0136,FALSE,,,,p.farming,https://www.facebook.com/thefarmermedia/posts/3778166945630797,https://www.exportcomments.com/done/c97d01f5-5af3-4822-92b8-2f3cb6b3e6aa/preview/3781008802013278,https://www.facebook.com/profile.php?id=100008730542558,ဘယ် အစိုးရ တက်တက် ကိုယ်လုပ် မှ ကိုယ်စား ရ မှာ ဆို တဲ့ သူ တွေ အခု ကိုယ်လုပ် လည်း ဘာ အာမခံ ချက် မှ မရှိ တော့ ဘူး လေ,There is no guarantee that the government will be represented by any government,2021-03-04,5:19:48,,,,,,,,,,,,,,,,,,,,,,,,,,-,3,,,,,,,,,0
p20210301_20210308_0137,TRUE,,စိုက္ပ်ိဳးေရး ႏွင့္ အေထြေထြဗဟုသုတ,1.64E+15,p.farming,https://www.facebook.com/1644376322499260/posts/2921235051480041,,facebook.com/1644376322499260," အဘ ဦး စော ဟာ ဦးခေါင်း ကို ပြင်းပြင်းထန်ထန် ရိုက် ခံ ခဲ့ ရ ပြီး ယောင်္ကျား အင်္ဂါ ကို ပါ ထပ်မံ ပစ်ခတ် ခံ ရတာ ပါ ။ "" သာ ကေ တသ ပိတ် ဖြိုခွင်း ခံ ရ တုန်း က ရှေ့တန်း က နေကာ ကွယ် ပေး ရင်း ထိခိုက် ခဲ့ ရ တဲ့ သူရဲကောင်း တ ဦး ပါ ပဲ ။  အသက် ၅၈ နှစ် ရှိ ပြီ ဖြစ် တဲ့ အဘ ဟာ ဇနီးသည် နဲ့ ၂ ယောက် တည်း နေထိုင် နေ ရတာ ပါ ။ ခေါင်း တ ဆစ် ဆစ် ကိုက်ခဲ နေ တယ် လို့ ပြော ပါ တယ် အဘ အတွက် ဆေးကု သ စရိတ် အလှူ ငွေ ၅ သိန်း တိတိ လှူဒါန်း ခဲ့ ပါ တယ် ။ ကိုယ်တိုင်ကိုယ်ကျ သွား လှူ ချင် သူများ အတွက် သာ ကေ တန ဝ ရတ် အောက်လမ်း ၂ လမ်း ၈ ရပ်ကွက် ကို သွား လှူဒါန်း နိုင် ပါ တယ် ဗျာ ။ ကိုယ်တိုင် ပဲ လှူ စေ ချင် ပါ တယ် ။ အဘ ပြော သွား တဲ့ စကား ကို တော်တော်လေး စိတ်မကောင်းဖြစ် ရ ပါ တယ် .."" အဘ ကို ခေါင်း ရိုက် လို့ လဲကျ ပြီး နေ ပြီ ဘာ လို့ လဲကျ ပြီး မ လှုပ် နိုင် တော့ တဲ့ သူ ကို ထပ် ပစ် သွား ရက် တာ လဲ သား ရယ် တဲ့ ""AdamAung","Father U Saw was severely beaten on the head and his penis was shot again. ""The 58-year-old father lives alone with his wife. He said he had a headache and donated 500,000 kyat for his father's medical expenses. For those who want to donate in person, you can donate to Thaketa Nawarat Lower Street, 2nd Street, 8th Ward. I want you to donate yourself. ""I'm so sorry for what you said,"" he said.",2021-03-07,4:42:42,photo,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/1644376322499260/photos/a.1644511015819124/2921234924813387/?type=3,688,7,700,1,2,700,4,278,21,
c20210301_20210308_0138,FALSE,,,,p.farming,https://www.facebook.com/1644376322499260/posts/2921235051480041,https://www.exportcomments.com/done/280b2faf-f6ec-4fbb-8a20-4da16b82f840/preview/2921258884810991,https://www.facebook.com/profile.php?id=100013751748066,အသက် ကြီး တဲ့ လူ တွေ တွေ့ ရင် လည်း အမြင်မတော် ရင် အိမ် ပြန် ခိုင်း ကြ ပါ တော့ လား အသက် ကြီး သူ က ရှေ့က နေ ပြီး ကာကွယ် ပေး တယ် ဆို တာ လူ မြင် လို့ မ ကောင်း ပါ ဘူး အရေးအကြောင်း ကြုံ ရင် လည်း အသက် ကြီး သူ တွေ က မ ပြေး မ လွှား နိုင် နဲ့ အမြင်မတော် တာ ရှိ လည်း လူ တွေ ထိုင် ကြည့် နေနိုင် ကြ တယ်,"If you see an elderly person, do you want them to return home if you do not have good eyesight? And people can just sit and watch",2021-03-07,5:41:40,,,,,,,,,,,,,,,,,,,,,,,,,,-,3,,,,,,,,,0
c20210301_20210308_0139,FALSE,,,,p.farming,https://www.facebook.com/1644376322499260/posts/2921235051480041,https://www.exportcomments.com/done/280b2faf-f6ec-4fbb-8a20-4da16b82f840/preview/2921284918141721,https://www.facebook.com/profile.php?id=100029259919323,မွေး လာ တာ သေ ကြ ရ မှာ ဘဲ တန် ဘိုး ရှိ ရှိ သေ ရ ရင် ဂုဏ်ယူ စရာ ပါ,It is a source of pride to be born and die,2021-03-07,6:26:34,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
c20210301_20210308_0140,FALSE,,,,p.farming,https://www.facebook.com/1644376322499260/posts/2921235051480041,https://www.exportcomments.com/done/280b2faf-f6ec-4fbb-8a20-4da16b82f840/preview/2921306864806193,https://www.facebook.com/profile.php?id=100023663587056,စောက် ရူး တွေ ကြောင့် ဖစ် ရတာ လုပ် ဆော် မူ့ တွေ ကြောင့် ဖစ် နေ ရတာ စောက် ပိန်း င နီ တွေ ရဲ့,It's because of the actions of the insane people,2021-03-07,7:10:40,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,,,,,,,,,0
c20210301_20210308_0141,FALSE,,,,p.farming,https://www.facebook.com/1644376322499260/posts/2921235051480041,https://www.exportcomments.com/done/280b2faf-f6ec-4fbb-8a20-4da16b82f840/preview/2921889584747921,https://www.facebook.com/profile.php?id=100024605287745,စိတ်မကောင်း လိုက် တာ,I'm sorry,2021-03-08,3:16:06,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,,,,,,,,,0
p20210301_20210308_0142,TRUE,,Golden Paddy - Shwe Thee Nhan - ရွှေသီးနှံ,526272000911087,p.farming,https://www.facebook.com/shwetheenhan/posts/1602763313261945,,facebook.com/526272000911087,ယနေ့ (2March2021) တွင် ကျရောက် သော တောင်သူလယ်သမား နေ့ တွင် တောင်သူဦးကြီး များ သီးနှံ အထွက် တိုးပွား ပါစေ ဟု ရွှေ သီးနှံ -GoldenPaddy မိသားစု မှ ဆုတောင်း ဂုဏ်ပြု အပ် ပါသည် ။,"Today (2March2021), Farmers' Day, the Golden Caddy family wishes the farmers a high crop yield.",2021-03-02,2:35:00,photo,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/shwetheenhan/photos/a.538534763018144/1602762983261978/?type=3,52,2,0,0,0,0,0,5,1,
p20210301_20210308_0144,TRUE,,Site Pyo - စိုက္ပ်ိဳး,1894294760855528,p.farming,https://www.facebook.com/sitepyo/posts/2876373855980942,,facebook.com/1894294760855528,သံပုရာ စေ့ အညှောင့် ဖောက် နည်း သံပုရာ စေ့ အညှောင့် ဖောက် နည်း အဆင့်ဆင့် ကို စိုက်ပျိုး မှ ရုပ်ပုံ လေး များ ဖြင့် ဖော်ပြ ပေးလိုက် ပါ တယ် ။ https://www.wikihow.com/Plant-a-Lemon-Seed✦✦✦✦✦✦✦✦✦✦✦✦✦✦✦ ဗဟုသုတ စဉ် ဆက် မပြတ် စေ ဖို့ ထွက် တိုး သုံး ကြ စို့ - မိုးလေဝသ ၊ သတင်း နှင့် ဆောင်းပါး စုံ ၊ ကာကွယ် နှိမ်နင်း နည်း ၊ စိုက်ပျိုး နည်း ပေါင်း ၁၆၀ ကျော် နှင့် ရုပ်ပြ သုတ များ ကို အခု ပဲ ဒေါင်း လုတ် ယူ လိုက် ကြ ပါ စို့ ။ ပ လေး စ တိုး -www.bit.ly/fbhtwettoe,Here are some steps you can take to begin the process of preparation for harvesting. https://www.wikihow.com/Plant-a-Lemon-Seed✦✦✦✦✦✦✦✦✦✦✦✦✦✦✦ Let's continue to grow our knowledge. News and Articles How to prevent and suppress Download over 160 farming techniques and illustrations now. Play Store- www.bit.ly/fbhtwettoe,2021-03-07,11:30:01,photo,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/sitepyo/photos/a.1912809695670701/2876372715981056/?type=3,15,0,0,0,0,0,0,8,0,
p20210301_20210308_0145,TRUE,,Htwet Toe - ထြက္တိုး,1137328256369187,p.farming,https://www.facebook.com/htwettoe/posts/3255887424513249,,facebook.com/1137328256369187,သီးနှံ ဖျော်ရည် များ က ပြော သော ကျန်းမာရေး ကောင်းကျိုး များ အခုလို နွေရာသီ နေပူ ပူ မှာ သီးနှံ လေး များ ကို ဖျော်ရည် အေး အေး လေး လုပ် သောက် ရင်း မိမိကိုယ်ကို ကျန်းမာ အောင် ဂရုစိုက် ရအောင် ။ Source:Google✦✦✦✦✦✦✦✦✦✦✦✦✦✦✦ ဗဟုသုတ စဉ် ဆက် မပြတ် စေ ဖို့ ထွက် တိုး သုံး ကြ စို့ - မိုးလေဝသ ၊ သတင်း နှင့် ဆောင်းပါး စုံ ၊ ကာကွယ် နှိမ်နင်း နည်း ၊ စိုက်ပျိုး နည်း ပေါင်း ၁၆၀ ကျော် နှင့် ရုပ်ပြ သုတ များ ကို အခု ပဲ ဒေါင်း လုတ် ယူ လိုက် ကြ ပါ စို့ ။ ပ လေး စ တိုး -www.bit.ly/fbhtwettoe,Health Benefits of Fruit Juices Let us take care of our health by drinking cold fruit juices in the hot summer sun. Source: Google✦✦✦✦✦✦✦✦✦✦✦✦✦✦✦ ထွက် ထွက် ထွက် ထွက် ✦✦✦✦✦✦✦✦✦✦✦✦✦✦✦ ✦✦✦✦✦✦✦✦✦✦✦✦✦✦✦ ✦✦✦✦✦✦✦✦✦✦✦✦✦✦✦ ✦✦✦✦✦✦✦✦✦✦✦✦✦✦✦ ✦✦✦✦✦✦✦✦✦✦✦✦✦✦✦ ✦✦✦✦✦✦✦✦✦✦✦✦✦✦✦ ✦✦✦✦✦✦✦✦✦✦✦✦✦✦✦ ✦✦✦✦✦✦✦✦✦✦✦✦✦✦✦ ✦✦✦✦✦✦✦✦✦✦✦✦✦✦✦ News and Articles How to prevent and suppress Download over 160 farming techniques and illustrations now. Play Store- www.bit.ly/fbhtwettoe,2021-03-07,2:30:01,photo,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/htwettoe/photos/a.1138772789558067/3255885241180134/?type=3,36,1,0,0,0,0,0,17,0,
p20210301_20210308_0146,TRUE,,သတင်းထူးများ Tractor News,678205042520856,p.farming,https://www.facebook.com/waymyanmar.org/posts/1406193663055320,,facebook.com/678205042520856,…( ၇ ) ရက် အတွင်းလူ တွေ လမ်း ပေါ် မ ထွက် ရဲ အောင် လုပ် ပြ ဖို့ စစ် ကောင်စီ ညွှန်ကြား ( ၃ / ၃ / ၂၀၂၁ )…,ကောင်စီ Military Council instructs people not to take to the streets within 7 days (3/3/2021)…,2021-03-04,14:40:23,link,,,,,,,,,,,,,,,,,,,,,,,,,https://www.maythadin.website/news/archive/83398,17,0,0,0,0,0,0,3,1,
c20210301_20210308_0147,FALSE,,,,p.farming,https://www.facebook.com/waymyanmar.org/posts/1406193663055320,https://www.exportcomments.com/done/a0a7358c-9536-4757-9d90-e4314dd4f5e0/preview/1406195256388494,https://www.facebook.com/profile.php?id=100008920119167,မင်းတို့ကို ဘဲ လို့ နေ တယ် . လာ ပါ ငါ လို့ မ စစ် ခွေး တွေ လီ ဘဲ,"It's just you. Come on, you idiots!",2021-03-04,14:43:44,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
p20210301_20210308_0148,TRUE,,Pissaya Info,804619699574633,p.farming,https://www.facebook.com/pissayainfo/posts/3739822132721027,,facebook.com/804619699574633,ယမန်နေ့ ကရက် ရက်စက် စက် လူစုခွဲ မှု ကို ခံ ခဲ့ ရ သော်လည်း မြောက် ဥက္က လာ တွင် လူ ညီ စွာ ဖြင့် စုဝေး ဆန္ဒပြ နေ ကြ သည် ကို ယနေ့ ( မတ် ၄ ) နေ့လယ် ၁ နာရီ ၄၀ မိနစ် ခန့် က မြင် တွေ့ ရ သည် ။ Photo:Zack,"Despite a brutal crackdown yesterday, a large crowd gathered in North Okkalapa today (March 4) at around 1.40pm. Photo: Zack",2021-03-04,7:34:09,photo,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/pissayainfo/photos/a.806538506049419/3739821919387715/?type=3,52,0,0,0,0,0,0,2,0,
p20210301_20210308_0149,TRUE,,The Farmer Media,258491340931726,p.farming,https://www.facebook.com/thefarmermedia/posts/3780955448685280,,facebook.com/258491340931726,အိန္ဒိ ယ ၏ ယခု နှစ် ဂျုံ နှင့် ဆန် အထွက် စံချိန်တင် ဖွယ် ရှိ ************************************************ အိန္ဒိ ယ နိုင်ငံ သည် ယခု နှစ် အတွင်း ဂျုံ အထွက် တန် ချိန် ၁၀၉ ဒသမ ၂၄ သန်း စံချိန်တင် ရရှိ ဖွယ် ရှိ ရာ ဆယ် စု နှစ် တစ် ခု ကျော် သီးနှံ အထွက် ကောင်း ခဲ့ သဖြင့် သိုလှောင် စရာ နေရာလွတ် နည်း လာ သော အစိုးရ ဂိုဒေါင် များ တွင် သီးနှံ များ ထပ် တိုး လာ ဦး ဖွယ် ရှိသည် ။ ကမ္ဘာ့ ဂျုံ ထုတ်လုပ် မှု ဒုတိယ အများဆုံး အိန္ဒိ ယ ၏ ဂျုံ အထွက် သည် ၂၀၂၁ ဇွန်လ အထိ သီးနှံ နှစ် အတွင်း နှစ် အလိုက် ၁ ဒသမ ၃ ရာခိုင်နှုန်း မြင့် တက် လာ ရန်ရှိ ကြောင်း စိုက်ပျိုးရေး နှင့် လယ်သမား သက်သာချောင်ချိ ရေး ဝန်ကြီးဌာန ၏ ၂၀၂၀ - ၂၁ ရာသီ ဒုတိယ အကြိမ် သီးနှံ ခန့်မှန်း ချက် အစီရင်ခံစာ တွင် ဖော်ပြ သည် ။ ဆန် ထုတ်လုပ် မှု မှာ နှစ် အလိုက် ၁ ဒသမ ၂ ရာခိုင်နှုန်း မြင့် တက် ၍ တန် ချိန် ၁၂၀ ဒသမ ၃၂ သန်း အထိ ရှိ လာ မည် ဟု ခန့်မှန်း သည် ။ အိန္ဒိ ယ သည် ကမ္ဘာ တွင် ဆန် တင်ပို့ မှု အများဆုံး နှင့် ထုတ်လုပ် မှု ဒုတိယ အများဆုံး ဖြစ်သည် ။ ယခု နှစ် အတွင်း စုစုပေါင်း ကောက်ပဲသီးနှံ အထွက် မှာ တန် ချိန် ၃၀၃၀ ဒသမ ၃၄ သန်း ရှိ နိုင် ပြီး ယခင် နှစ် ကရ ရှိ ခဲ့ သည့် အထွက် နှုန်း တန် ချိန် ၂၉၇ ဒသမ ၅ သန်း ထက် ပို များ လာ မည် ဖြစ်ကြောင်း ၀န် ကြီး ဌာန က ခန့်မှန်း သည် ။ ဆောင်း စိုက် အဓိက ဆီ ထွက် သီးနှံ ဖြစ် သော ဆီ မုန်ညင်း ထုတ်လုပ် မှု သည် ယခင် နှစ် ၏ အထွက် တန် ချိန် ၉ ဒသမ ၁ သန်း ကို ကျော်လွန် ကာယ ခုနှစ် တွင် တန် ချိန် ၁၀ ဒသမ ၄ သန်း ရှိ လာ မည် ဟု ခန့်မှန်း ထားသည် ။ ကုလားပဲ ထုတ်လုပ် မှု မှာ တန် ချိန် ၁၁ ဒသမ ၆၂ သန်း ရှိ မည် ဟု ခန့်မှန်း ရာ ယခင် နှစ် ထုတ်လုပ် မှု တန် ချိန် ၁၁ ဒသမ ၀၈ သန်း ထက် ပို များ လာ မည် ဖြစ်သည် ။ #Reuters# ဘာသာပြန် - ဝေ ယံ ဟိန်း (B.Ag)# မြန်မာ တောင်သူ ကြီး များ ဂျာနယ်,"India may set record wheat and rice production this year *************************************** ********** India is expected to reach a record 109.24 million tonnes of wheat this year, with more than a decade of good harvests and government warehouses running out of storage space. Crops are likely to increase in India, the world's second-largest wheat producer, is expected to grow 1.3 percent year-on-year by June 2021, according to the second crop forecast for the 2020-21 season by the Ministry of Agriculture and Farmers' Welfare. Rice production is expected to rise 1.2 percent year on year to 120.32 million tonnes. India is the world's second largest rice exporter and producer. The ministry estimates that total crop output this year will reach 3,030.34 million tonnes, up from 297.5 million tonnes last year. Production of mustard, a major winter oil crop, is projected to exceed last year's 9.1 million tonnes, and is expected to reach 10.4 million tonnes this year. Pulses production is estimated at 11.62 million tonnes, up from 11.08 million tonnes last year.",2021-03-04,4:45:35,photo,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/thefarmermedia/photos/a.965333876914132/3780955395351952/?type=3,258,1,0,0,0,0,0,21,3,
c20210301_20210308_0150,FALSE,,,,p.farming,https://www.facebook.com/thefarmermedia/posts/3780955448685280,https://www.exportcomments.com/done/dada8093-bb91-4be8-9af6-77b19a50e4b0/preview/3780962648684560,https://www.facebook.com/profile.php?id=100011350232185,ဆီး မုန် ညင် အကြောင်းသိ ချင် ပါ တယ်,I would like to know about Simon Nyin,2021-03-04,4:50:44,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
c20210301_20210308_0151,FALSE,,,,p.farming,https://www.facebook.com/thefarmermedia/posts/3780955448685280,https://www.exportcomments.com/done/dada8093-bb91-4be8-9af6-77b19a50e4b0/preview/3781127552001403,https://www.facebook.com/profile.php?id=100010755369256,တိုင်းပြည် အခြေ နေ အရ စပါး ဈေးကွက် သတင်း လေးတင် ပေး ပါ လား ဗျ,Q: Can you post some information about the paddy market according to the situation in the country?,2021-03-04,6:35:38,,,,,,,,,,,,,,,,,,,,,,,,,,-,0,,,,,,,,,0
